Formula,Tc,Materials_family
Au0.5Pb2Pd0.5,3.02,others
W0.67Pt0.33,3.02,others
La0.9Ce0.1Ru2,3.012,heavy-Fermion
Ta2Ba1S5,3.01,others
La1Bi1O0.5S0.6Se1.4F0.5,3.01,others
Pd1Te1,3.01,others
Sc0.2Y0.8Ir3.6Rh0.4B4,3.01,others
Sc0.5Y0.5Ir3.6Rh0.4B4,3.01,others
Pt1V3,3.005,others
Y2Ir3Si5,3.005,others
Bi2Ag1,3,others
Au0.5Rh0.4Ti0.91,3,others
Nd1B6,3,heavy-Fermion
Ba0.8K0.2Ti2Sb2O1,3,others
Ba1Cu0.3Si1.7,3,others
Ba8Al8Si38,3,others
Bi2O0.8S2F0.2,3,others
Bi2Sr2Cu1O6.18,3,cuprate
Ca1Al0.3Ga0.7Si1,3,others
Ca1Cu0.25Si1.6,3,others
Ce0.6Nd0.4Bi1O0.5S2F0.5,3,others
Ce1Pb0.6Bi3.4Te6,3,others
Ce1Pb0.5Bi3.5Te6,3,others
Ce1Pb0.4Bi3.6Te6,3,others
Cr0.1Co1.9Cu1S4,3,others
Nd2Eu1S5,3,others
Ta1Fe0.05S2,3,others
U6Fe0.25Ni0.75,3,heavy-Fermion
La0.07Ho0.93Ni2B2C1,3,heavy-Fermion
Ir0.5Pt0.5Te2,3,others
Ir0.5Te0.5,3,others
La1.82Sr0.18Cu0.97Co0.03O4,3,cuprate
La1.85Sr0.15Cu0.979Co0.021O4,3,cuprate
La1Bi1O0.5S1.4Se0.6F0.5,3,others
La1Fe0.85Co0.15As1O1,3,iron-based
La1Ni1P1O1,3,others
La3Rh2Sn13,3,heavy-Fermion
Yb0.02Lu4.98Ir4Si10,3,heavy-Fermion
Ti0.899Mn0.101,3,others
Nb0.85Rh0.15,3,others
Nb0.85Rh1.15,3,others
Au1Nb2.25V0.75,3,others
Zr0.83Ni0.17,3,others
W1Sr0.08O3,3,others
W3Os1,3,others
Pr1.8Ce0.2Cu1O4,3,cuprate
Pt1Zr1,3,others
W1Rb0.27O2.93,3,others
Ta1Rb0.33S2,3,others
W0.024Re0.976,3,others
Ta2Sb1.16S5.16,3,others
Ta0.7V0.3,3,others
Y1Os4P12,3,others
Ni3Zn1N1,3,others
Zr0.75Pd0.25,3,others
Zr0.55Nb0.05Ni0.05Cu0.25Al0.1,3,others
K1Fe2As2,2.9965,iron-based
Bi3.9Cu0.1S3O4,2.995,others
Bi3.975Cu0.025S3O4,2.99,others
La1.865Ba0.135Cu1O4,2.99,cuprate
Na0.75H2.6Co0.995Ga0.005O3.3,2.99,others
Ir0.96Pd0.04Te2,2.99,others
Tl0.31In0.69,2.98,others
Zr0.82Ni0.18,2.98,others
Pb2Pd1,2.98,others
Pb0.176In0.12Sn0.704Te1,2.98,others
Sr1Ga0.6Si1.4,2.98,others
Y0.3Lu0.7Ir4B4,2.98,heavy-Fermion
Ir0.96Pt0.04Te2,2.9725,others
Pr0.035Bi0.965Ba0.47K0.53O3,2.97,others
Mo3Sb7,2.97,others
Os0.025Zr0.975,2.97,others
Zr3Pd1,2.96,others
Ta1Sn1S3,2.96,others
La0.6Bi1Sr0.4S2F1,2.96,others
Pt0.02Sr1Pd1.98Ge2,2.96,others
Ta2Sr1S5,2.955,others
Bi2Cu0.1Se3,2.95,others
Ti2Cu0.1Se2,2.95,others
Ir2Cu0.7Zn0.3S4,2.95,others
Dy1Ga6,2.95,heavy-Fermion
Mo0.913Ti0.037,2.95,others
Mo0.913Ti0.087,2.95,others
Mo0.91Ti0.09,2.95,others
Os2Zr1,2.95,others
H0.9Pd0.95Ni0.05,2.95,others
V0.95Si0.05,2.95,others
Re0.1Mo0.9,2.945,others
Bi0.5Sb0.5,2.94,others
Tm0.45Lu0.55Ru1B2,2.94,heavy-Fermion
Lu1V0.1Ni0.9B1C1,2.94,heavy-Fermion
Bi14Rh3,2.94,others
Zr0.87Ge0.13,2.94,others
Hg0.25Pb0.5Bi0.25Ba1O3,2.93,others
V0.94Cr0.06,2.93,others
La0.9Sm0.1Bi1O0.5S2F0.5,2.93,others
Th1Os1.8Ir0.2,2.93,heavy-Fermion
Ga1N1,2.925,others
Mo5Cd1S6,2.923333,others
Hf0.654Mo0.346,2.92,others
Nb0.25V0.75N0.94,2.92,others
Zr0.99Rh0.01,2.92,others
Ru0.43V0.57,2.92,others
Sc0.25Y0.75Ir3.6Rh0.4B4,2.92,others
La0.5Bi1Sr0.5S2F1,2.92,others
Sr1Rh0.2Pd1.8Ge2,2.92,others
Pb0.9Bi0.1Ba1O3,2.91,others
Ba1Pd0.2Si1.8,2.91,others
Nd1Pt2.1B2.4C1.2,2.91,heavy-Fermion
Zr0.8Pd0.2,2.91,others
Y5Ir4Si10,2.906667,others
Ba1Al1Sn1,2.9,others
Ba1Pd0.3Si1.7,2.9,others
Ba8Cu4Si42,2.9,others
W0.22C0.78Si1,2.9,others
W3Os2C1,2.9,others
Ca1Cu0.25Si1.55,2.9,others
Ce1Pb0.8Bi3.2Te6,2.9,others
Ce1Pb0.7Bi3.3Te6,2.9,others
Ce1Pb0.3Bi3.7Te6,2.9,others
Pb0.3Bi3.7Cs1Te6,2.9,others
Pt0.3Ga0.7,2.9,others
Nb4Ga1Se8,2.9,others
Pt3Ga7,2.9,others
K0.9Na0.1Fe2As2,2.9,iron-based
La0.9985Tb0.0015Al2,2.9,heavy-Fermion
La1Al1.995Si0.005,2.9,heavy-Fermion
Lu1Co0.38Ni1.81B2C1,2.9,heavy-Fermion
Lu1Ni1B0.9C1.1,2.9,heavy-Fermion
Lu1Rh2Sn1,2.9,heavy-Fermion
Pt0.5Au0.5Mg1Si1,2.9,others
V1N0.82,2.9,others
Re0.5Nb0.5,2.9,others
Au1Nb2.01V0.99,2.9,others
Nd1Fe1P1O0.9F0.1,2.9,iron-based
Pb1.12Nb2Se5.12,2.9,others
Y0.5Hf0.5Pd2Al1,2.9,others
Rh0.91Ti0.4V0.05,2.9,others
Ru0.3V2.7Si1,2.9,others
Ta0.05Ti0.95,2.9,others
Y1.968Lu0.032Fe3Si5,2.9,others
Y1Fe2Si2,2.9,others
Zr1Ru0.9Rh0.1P1,2.9,others
Sr1Pd2Ge2,2.892,others
Li0.9Mo6O17,2.891667,others
Sc0.125Zr1.875Co1,2.89,others
Hf0.8Mo0.2,2.89,others
Lu1Ir3,2.89,heavy-Fermion
Y0.005La0.995Mn0.005Fe0.995As1O0.89F0.11,2.89,iron-based
La1Ni1C2,2.89,others
Pt0.1Sr1Pd1.9Ge2,2.89,others
Zr0.78Pd0.22,2.88,others
Zr1Ni2Ga1,2.87,others
V0.98Sn0.02,2.87,others
Bi2Sr0.1Se3,2.87,others
Th1Ir0.4Ru1.6,2.87,heavy-Fermion
Th1Ir0.6Ru1.4,2.87,heavy-Fermion
Th1Ir1.6Ru0.4,2.87,heavy-Fermion
La1Bi2Pd0.8,2.865,heavy-Fermion
Th1Si2,2.862,heavy-Fermion
Rh1.9Cu1Sn0.1Se4,2.86,others
Hf1Pd2In1,2.86,others
Pt3Li2B0.99Al0.01,2.86,others
Os0.5Nb0.5,2.86,others
Os1Nb1,2.86,others
Zr0.63Rh0.37,2.86,others
U6Mn0.5Fe0.5,2.86,others
Y2Dy3Os4Ge10,2.86,heavy-Fermion
Y9Co7,2.85,others
La0.85Th0.15Bi1O1S2,2.85,others
Nb1Sn1S3,2.85,others
Pb0.18In0.08Sn0.74Te1,2.85,others
Sn0.3Sb0.7,2.85,others
Ta1Sn1.15S3.15,2.85,others
Ta0.92W0.08,2.85,others
Y2C2Cl1.75Br0.25,2.85,others
Ba1Ni2Ge0.4P1.6,2.84,others
Bi1Zr3,2.84,others
Ti0.968Co0.032,2.84,others
Ir1Cu0.05Te2,2.84,others
Tm0.5Lu4.5Ir4Si10,2.84,heavy-Fermion
Pb0.184In0.08Sn0.736Te1,2.84,others
Zr0.77Pd0.23,2.84,others
W0.6Si0.4,2.84,others
W3Si2,2.84,others
Nb2.01Ti0.99Sb1,2.84,others
Y1Pt2,2.835,others
V0.94Al0.06,2.83,others
Na0.32H2.6Co1O3.3,2.825,others
Rh0.02Co1.98Cu1S4,2.82,others
Dy1Ir1.2Rh2.8B4,2.82,heavy-Fermion
Ir0.43Rh0.52Te2,2.82,others
La1Pt0.8Ni0.2Si1,2.82,heavy-Fermion
Mg0.8Ni3Zn0.2C1,2.82,others
Tm1Pd2Sn1,2.82,heavy-Fermion
Pt0.01Sr1Pd1.99Ge2,2.82,others
Y0.8Ca0.2C2,2.82,others
Ce1Bi1O0.6S2F0.4,2.81,others
Ta0.88H0.12,2.81,others
Pb0.1425In0.05Sn0.8075Te1,2.81,others
Al1Sb1,2.8,others
Ba1Al0.95Si1.05,2.8,others
Ba8Si25Ge21,2.8,others
Be0.3Zr0.7,2.8,others
Mo1C0.42,2.8,others
Tl1.8Pb1.2Ca1,2.8,others
Ce1Pb0.9Bi3.1Te6,2.8,others
Cs0.5Nb1S2,2.8,others
Ir2Cu0.65Zn0.35S4,2.8,others
Co1.5Cu1.5S4,2.8,others
In1.1Te1,2.8,others
La1.79Sr0.21Cu0.94Fe0.06O4,2.8,cuprate
La1.85Sr0.15Cu0.973Zn0.027O4,2.8,cuprate
La1Pd0.6Ge0.14,2.8,heavy-Fermion
La3Co4Ge13,2.8,heavy-Fermion
Sc0.04Lu1.96Ir3Si5,2.8,heavy-Fermion
Mg1Ru0.3Ni2.7C1,2.8,others
Mo0.0708Ti0.9292,2.8,others
Pt0.17Mo0.93,2.8,others
Na0.38H2.6Co1O3.3,2.8,others
Nb0.9Rh0.1,2.8,others
Nb0.9Ru0.1,2.8,others
Pt0.1Nb3Rh0.9,2.8,others
Pt0.2Pb0.8,2.8,others
Pt1Pb4,2.8,others
Ho1Pd0.4Te3,2.8,others
H0.79Pd0.985Ni0.015,2.8,others
Y0.85Dy0.15Pd2Sn1,2.8,others
Ta0.25V0.5Sn0.25,2.8,others
Ta1V2Sn1,2.8,others
Ta1Sr0.2S2,2.8,others
Ce0.5Bi1Sr0.5S2F1,2.8,others
Ir2Sr1As2,2.8,others
Sr1Ni0.3Si1.7,2.8,others
Ta0.25V0.75,2.8,others
Mo6Zn1S8,2.8,others
Be0.275Zr0.4675Ti0.0825Ni0.1Cu0.075,2.8,others
La3Gd0.0065Al1,2.79,heavy-Fermion
Ba1Ag0.4Si1.6,2.79,others
Ir0.02Co1.98Cu1S4,2.79,others
Hf0.834W0.166,2.79,others
Y0.05La0.95Ni1C2,2.79,others
Lu5Rh4Ge10,2.79,heavy-Fermion
Tm0.8Lu0.2Fe3Si5,2.79,heavy-Fermion
Lu1Ni1B1C1,2.786667,heavy-Fermion
Au0.12Zr0.88,2.78,others
Au0.1Zr0.9,2.78,others
La0.999Gd0.001Al2,2.78,heavy-Fermion
Zr0.71Ni0.29,2.78,others
Pt3Sr0.67B2,2.78,others
Ta0.91W0.09,2.78,others
Zr0.546Ti0.234Ni0.22,2.78,others
La1Pt0.7Ni0.3Si1,2.775,heavy-Fermion
Pb1.16Ti2Se5.16,2.775,others
Hf0.78W0.22,2.77,others
Ta0.95Re0.05,2.77,others
Pb0.1902In0.05Sn0.7598Te1,2.77,others
Tl0.38In0.62,2.76,others
La0.95Nd0.05Pt1Si1,2.76,heavy-Fermion
Nb2Pd1S4Se1,2.76,others
W3P1,2.76,others
Pb0.19In0.05Sn0.76Te1,2.76,others
Sr1Pd2Si0.02Ge1.98,2.76,others
Y5Ir4Ge10,2.76,others
Zr1B2,2.75,others
Fe1S0.5Se0.5,2.75,others
Tl0.53Mg0.47,2.75,others
Mo4P3,2.75,others
Sc2Sr4Ni2As2O6,2.75,others
Nb1Sn1.17S3.17,2.75,others
Ta1S1.8Se0.2,2.75,others
Th1Ir0.1Si1.9,2.75,heavy-Fermion
Y1.9Dy0.1Fe3Si5,2.75,others
Zr1Mo2,2.743,others
Nb3Rh1,2.742333,others
Al0.964Ge0.036,2.74,others
Er0.5Lu4.5Ir4Si10,2.74,heavy-Fermion
La0.97Gd0.03Ru2,2.73,heavy-Fermion
Nb0.9Mo2.1Al1,2.73,others
Pt3Li2B1,2.728,others
Mg1Mo6S7,2.72,others
Pb1.14Nb1S3.14,2.72,others
Sr1Pd2Si0.04Ge1.96,2.72,others
Ir1Bi2,2.715,others
Ir1Cu0.07Te2,2.71,others
Ta1Cu0.1S2,2.71,others
Hf0.906Mo0.094,2.71,others
La1Ni1As1O1,2.71,others
La2.9451Gd0.0549In1,2.71,heavy-Fermion
Ca2Rb1Li0.62Nb3O10,2.705,others
Bi0.8Rh0.2,2.7,others
Ta2Bi1.08S5.08,2.7,others
Bi2.14O0.73S2F0.27,2.7,others
Ce1Pb1Bi3Te6,2.7,others
Ce1Te1.82,2.7,others
Pb1Bi3Cs1Te6,2.7,others
Cr0.2Co1.8Cu1S4,2.7,others
Rh1.95Cu1Sn0.05Se4,2.7,others
Nb1Ga0.1Se2,2.7,others
In0.95Te1,2.7,others
Y0.2La0.8,2.7,others
La1Pd1Sb2,2.7,heavy-Fermion
U6Mn0.67Ni0.33,2.7,heavy-Fermion
Nb0.375Rh0.625,2.7,others
Nb0.75Rh1.25,2.7,others
Au0.1Nb3Rh0.9,2.7,others
Tl0.94Pb0.06,2.7,others
Ir0.97Pd0.03Te2,2.7,others
Re1Ge2,2.7,others
W5Si3,2.7,others
Sr1Pd2Si0.1Ge1.9,2.7,others
Tc0.25Ti0.75,2.7,others
Th0.3Zr0.7,2.7,others
Ti0.36V0.54Al0.1,2.7,others
Ti0.96V0.04,2.7,others
Y1Ir1Si1,2.7,others
Y2Rh3Si5,2.7,others
Ir0.94Pt0.06Te2,2.69,others
La2.58Pr0.42S4,2.69,others
Re0.3Zr0.7,2.69,others
Ba1Ni2P2,2.686667,others
Ir0.95Pt0.05Te2,2.683333,others
Y1Au1.3Pd0.7In1,2.68,others
Ce1Bi1O0.7S2F0.7,2.68,others
Ru1In3,2.68,others
Ir1Pd0.03Te2,2.68,others
Pr1Pt4Ge11Sb1,2.68,heavy-Fermion
Y2Pt0.1Pd0.9Ge3,2.68,others
Zn0.025In2O3,2.68,others
Ta1Ni0.05S2,2.6775,others
Tl0.97Ag0.03,2.67,others
Tl1Ag1,2.67,others
Zr0.6462Co0.3538,2.67,others
Lu1Ir3.6Rh0.4B4,2.67,heavy-Fermion
Sc1Mo6S7,2.67,others
Th1Am0.01Si2,2.66,heavy-Fermion
Lu1Os1B2,2.66,heavy-Fermion
Pb1Nb1S3,2.66,others
Pb0.2375In0.05Sn0.7125Te1,2.66,others
Pb2Rh1,2.66,others
Pd34Se11,2.66,others
Y1Mo6S7,2.66,others
Au2Pb1,2.6575,others
Ta2Bi1.09S5.09,2.65,others
Zr2Fe0.1Ni0.9,2.65,others
La3Ru4Sn13,2.65,heavy-Fermion
Na0.34H2.6Co1O3.3,2.65,others
Nb1Ru1Si1,2.65,others
Yb1Pb1Pd2,2.65,heavy-Fermion
Ta0.75V0.25,2.65,others
Sm1Rh4B4,2.6475,heavy-Fermion
Y1Au1.6Pd0.4In1,2.64,others
Nb1Sn2,2.64,others
Sn0.98Sb0.02,2.64,others
Sr1Pd1.98Ag0.02Ge2,2.64,others
Tl1.5K1C4,2.63,others
La1Pt0.6Ni0.4Si1,2.63,heavy-Fermion
V0.97Sb0.03,2.63,others
La1Pd1Si3,2.625,heavy-Fermion
Pb0.2373In0.05Sn0.7127Te1,2.62,others
Sr1Pd1.9Ag0.1Ge2,2.62,others
Y2Pt0.2Pd0.8Ge3,2.62,others
V0.9Cr0.1,2.6125,others
V0.98Co0.02,2.61,others
Zr0.97Co0.03,2.61,others
Rh0.01Co1.99Cu1S4,2.61,others
Ir0.9Rh0.1Te2,2.61,others
Y1Tm4Rh6Sn18,2.61,heavy-Fermion
Ir2Cu0.6Zn0.4S4,2.605,others
Ag1Te3,2.6,others
Th3Al2,2.6,heavy-Fermion
Au0.3Pd0.033Te0.666,2.6,others
Pt0.3Ba1Si1.7,2.6,others
Be0.35Zr0.65,2.6,others
Co2Cu1S4,2.6,others
Er1Co0.09Ni1.955B2C1,2.6,heavy-Fermion
Lu1Ge2,2.6,heavy-Fermion
Hf0.87Mo0.13,2.6,others
In1.15Te1,2.6,others
Y1Os1Ir1,2.6,others
La1Ni2P2,2.6,heavy-Fermion
La1Rh3,2.6,heavy-Fermion
Li2Mo15Se19,2.6,others
Lu1V0.2Ni0.8B1C1,2.6,heavy-Fermion
Lu1Co0.4Ni1.8B2C1,2.6,heavy-Fermion
Lu1Ni1B0.8C1,2.6,heavy-Fermion
Lu1Ni1B0.9C1,2.6,heavy-Fermion
Mo0.25Ru0.75,2.6,others
Mo0.94Fe0.06Ga4,2.6,others
Ba6Na1.5Si46,2.6,others
Zr0.67Ni0.33,2.6,others
Zr0.73Pd0.27,2.6,others
Rh0.06Ti0.94,2.6,others
Bi2Sr0.065Se3,2.6,others
Pt0.14Sr1Pd1.86Ge2,2.6,others
Sr1Ni0.2Si1.8,2.6,others
Th3Ir4Sn13,2.6,heavy-Fermion
Tm4Os4Si13,2.6,heavy-Fermion
Y3Pt4Ge6,2.6,others
Yb1Ga1.15Si0.85,2.6,heavy-Fermion
Zr1Ru0.8Fe0.2P1,2.6,others
Bi3.95Cu0.05S3O4,2.595,others
Ba1Ni2Ge0.2P1.8,2.59,others
Bi0.6Ba1Ti2Sb1.4O1,2.59,others
Y0.4Er0.6Pd2Sn1,2.59,heavy-Fermion
La7Rh3,2.59,heavy-Fermion
La0.98Tb0.0085Lu0.0115,2.582,others
Re1,2.581333,others
Ru0.7B0.3,2.58,others
La0.98Ce0.02,2.58,others
La0.9Pr0.1Pb3,2.58,heavy-Fermion
Zr0.7Ni0.3,2.58,others
Sr1Ga0.65Si1.35,2.58,others
Sr1Pd1.94Co0.06Ge2,2.58,others
Th0.1Zr0.9,2.58,others
Nb0.7Mo0.3,2.575,others
La1Rh3B2,2.57,heavy-Fermion
Pb0.192In0.04Sn0.768Te1,2.57,others
Sm1Fe0.95Co0.05As1O1,2.565,iron-based
Ce0.8Tb0.2Ru2,2.56,heavy-Fermion
La0.94Nd0.06Pt1Si1,2.56,heavy-Fermion
Pd1Te1.02,2.56,others
U6Mn0.5Co0.5,2.55,others
La3Ir4Sn13,2.55,heavy-Fermion
Lu5Ir4Ge10,2.55,heavy-Fermion
Ti0.86Mn0.14,2.55,others
Nb3Rh0.9Pd0.1,2.55,others
Pr1Mo6S8,2.55,others
Tl0.82Cd0.18,2.54,others
La1Pb0.75Sn2.25,2.54,heavy-Fermion
Ta0.5V0.5,2.54,others
Au0.02Nb3Rh0.98,2.53,others
Ba1Cu0.5Si1.5,2.53,others
Ir1Cu0.03Te2,2.53,others
La0.99Tb0.01,2.53,others
Zr0.9605Mo0.0395,2.53,others
Pt0.05Nb3Rh0.95,2.53,others
Zr0.7Pd0.3,2.53,others
Th1Ir0.8Ru1.2,2.53,heavy-Fermion
Th1Ir1Ru1,2.53,heavy-Fermion
Be22Mo1,2.5275,others
Au0.07Zr0.93,2.52,others
Tl0.6In0.4,2.52,others
Os2Nb1,2.52,others
Pt0.02Nb3Rh0.98,2.52,others
Au0.05Nb3Rh0.95,2.52,others
H0.84Pd0.985Ni0.015,2.52,others
Sr1Pd1.8Ag0.2Ge2,2.52,others
Y2Pt0.3Pd0.7Ge3,2.52,others
Bi1Nb3,2.516667,others
Hf0.661W0.339,2.51,others
La1Ru2.9175Fe0.0825Si2,2.51,heavy-Fermion
Nb1.8V0.2B5,2.5,others
Ba1Nb2Se5,2.5,others
La4Pb2Bi1,2.5,heavy-Fermion
Mo6Cd1.3Se7.5,2.5,others
Os0.2Cr0.8,2.5,others
Rh0.04Ti0.91Cu0.05,2.5,others
Gd0.28Er0.72Rh4B4,2.5,heavy-Fermion
Tb1Ga6,2.5,heavy-Fermion
Hf0.9Mo0.1,2.5,others
In1Sn1Sb1,2.5,others
Ir0.95Pd0.05Te2,2.5,others
Y0.25La0.75,2.5,others
Y0.05La0.95Bi1O0.5S2F0.5,2.5,others
La1.85Sr0.15Cu0.973Co0.027O4,2.5,cuprate
La1Bi1O0.5S1.6Se0.4F0.5,2.5,others
La1Rh1P1,2.5,heavy-Fermion
Li1.2Rh1B1.5,2.5,others
Li1Rh1B1.5,2.5,others
Lu1Ni1B0.95C0.95,2.5,heavy-Fermion
Lu2Ir2.4Rh0.6Si5,2.5,heavy-Fermion
Mg0.7Ni3Zn0.3C0.99,2.5,others
Mg0.7Ni3Zn0.3C1,2.5,others
Mg0.9Mo5.1S6,2.5,others
Pt1Mg1Si1,2.5,others
K1Na2C60,2.5,others
Nb0.4Ru0.6,2.5,others
Pt0.1Nb0.9,2.5,others
Nb3Rh0.98Pd0.02,2.5,others
Ta1Ni0.02Se2,2.5,others
Ru0.05Ti0.95,2.5,others
Sm1Fe1P1O1,2.5,iron-based
Y4Os6Sn19,2.5,others
Yb3Co4Sn13,2.5,heavy-Fermion
La3Pd4Ge4,2.493333,heavy-Fermion
T0.786Pd1,2.493,others
Ba1Ti2Sn0.6Sb1.4O1,2.49,others
Nb3Rh0.95Pd0.05,2.49,others
Zr0.71Pd0.29,2.49,others
Pb0.5039In0.16Sn0.3361Te1,2.49,others
Dy0.9Lu0.1Ni2B2C1,2.485,heavy-Fermion
Zr0.65Co0.35,2.48,others
Tl0.55In0.45,2.48,others
Eu1Pb1S1Se1,2.48,others
Bi2Sr0.062Se3,2.48,others
Lu1Ir2,2.47,heavy-Fermion
Rh0.02Ti0.98,2.465,others
Bi1Li1,2.4625,others
Ca1Al0.74Si1.26,2.46,others
Sc1Ir2.5,2.46,others
Y2Pt0.4Pd0.6Ge3,2.46,others
U6Mn1,2.4525,heavy-Fermion
La0.998Gd0.002Al2,2.45,heavy-Fermion
Ba1Ni2Ge0.6P1.4,2.45,others
Cu0.95Zn0.05Se2,2.45,others
Tl1.5K1C8,2.45,others
La0.85Ce0.15Ru2,2.444,heavy-Fermion
Re0.62Nb0.38,2.44,others
Nb3Ru0.1Rh0.9,2.44,others
Zr0.69Ni0.31,2.44,others
Zr0.635Ni0.365,2.44,others
Zr0.59Rh0.41,2.44,others
Tm0.84Lu0.16Fe3Si5,2.44,heavy-Fermion
Nb6Sn5,2.435,others
Ir0.02Nb3Rh0.98,2.43,others
Re0.6Nb0.4,2.43,others
La3Co4Sn13,2.425,heavy-Fermion
Pt1Sr1As1,2.425,others
Os0.02Nb3Rh0.98,2.42,others
Nb3Ru0.05Rh0.95,2.42,others
Nb3Ru0.02Rh0.98,2.42,others
Y2Pt0.5Pd0.5Ge3,2.42,others
Tl0.995In0.005,2.418,others
Ir1Cu0.1Te2,2.41,others
Ir2Cu0.55Zn0.45S4,2.41,others
La3Ru0.5Co3.5Sn13,2.41,heavy-Fermion
Y0.95Gd0.05Pd2Sn1,2.41,others
Th1Si1,2.41,heavy-Fermion
Ba1Ga1Ge1,2.4,others
La4Pb1.5Bi1.5,2.4,heavy-Fermion
Bi6O8S5,2.4,others
Mo6Cd1Se8,2.4,others
Ce1Ru1.95Co0.05,2.4,heavy-Fermion
Y1Ge1.62,2.4,others
Ho1Co0.056Ni1.972B2C1,2.4,heavy-Fermion
Y1Ir1.5O0.5,2.4,others
La0.996Tb0.004Al2,2.4,heavy-Fermion
La13Ga8Sb21,2.4,heavy-Fermion
La1Rh1Al1,2.4,heavy-Fermion
La2.406Pr0.594Tl1,2.4,heavy-Fermion
Lu1Ni1B1.1C0.9,2.4,heavy-Fermion
Lu1Ni1B1C0.85,2.4,heavy-Fermion
Lu1Ru2Si2,2.4,heavy-Fermion
Rh0.04Ti0.91Mn0.05,2.4,others
Mo6Te5I3,2.4,others
Nb0.05Rh0.04Ti0.91,2.4,others
Zr0.85Nb0.15Ni2Ga1,2.4,others
V0.97O0.03,2.4,others
Lu1Pb1Pd2,2.4,heavy-Fermion
Sc1Pb1Pd2,2.4,others
W0.85Re0.15,2.4,others
Zr0.98Rh0.02,2.4,others
Sm1.2Mo6S8,2.4,others
Y0.7Ca0.3C2,2.4,others
Y1Os0.5Ir1.5,2.4,others
Yb0.2Mo1S2,2.4,others
Yb1Ga1.1Si0.9,2.4,heavy-Fermion
Zr0.55Co0.3Al0.15,2.4,others
Ti1Cu0.06Se2,2.396667,others
Ir0.85Rh0.15Te2,2.39,others
Os0.05Nb3Rh0.95,2.39,others
Yb1Pd2Sn1,2.39,heavy-Fermion
Ir0.92Pt0.08Te2,2.385,others
Pr1Ru4As12,2.3825,heavy-Fermion
Au0.2Sn0.8,2.38,others
Hf0.909W0.091,2.38,others
Ir0.05Nb3Rh0.95,2.38,others
V0.92Al0.08,2.36,others
Bi1.1Nb1Se3.1,2.36,others
La0.8Hf0.2Bi1O1S2,2.36,others
La1Bi1Rh1,2.36,heavy-Fermion
Zr2Pd1,2.36,others
In0.16Ge0.042Sn0.798Te1,2.36,others
Th1Os0.7Ir1.3,2.36,heavy-Fermion
Ti0.595V0.255Al0.15,2.36,others
U6Co1,2.358,heavy-Fermion
Nb3As1,2.353333,others
Ag1In2,2.35,others
Ba1Fe1.936Co0.044Cu0.02As2,2.35,iron-based
Ce0.2Nd0.8Bi1O0.7S2F0.3,2.35,others
Y1Ge3,2.35,others
La0.8Bi1Ti0.2O1S2,2.35,others
La5Ru2,2.35,heavy-Fermion
Ta0.6Rh0.4,2.35,others
Ta3Rh2,2.35,others
Y0.6Tb0.4Ni2B2C1,2.346667,others
Hf0.96Rh0.04,2.34,others
Zr0.69Pd0.31,2.34,others
Pr1Fe1P1O0.9F0.1,2.34,iron-based
La7Ir3,2.33,heavy-Fermion
Ti0.975Mn0.025,2.33,others
Tl0.06Ag0.94,2.32,others
Hg1Ba1,2.32,others
In0.16Ge0.084Sn0.756Te1,2.32,others
Ir0.37Nb0.63,2.316667,others
Ba1Ti2Sn0.4Sb1.6O1,2.31,others
Zr2Fe0.15Ni0.85,2.31,others
Pt2.1Li2Pd0.9B1,2.31,others
Pt0.38Nb0.62,2.31,others
Zr0.6Ni0.4,2.31,others
Zr1Te3,2.308333,others
Sr1Fe1.78Ni0.22As2,2.305,iron-based
Y1Au1Pd1In1,2.3,others
Be2Nb3,2.3,others
Pt1Be5,2.3,others
La4Pb1Bi2,2.3,heavy-Fermion
Ta0.2Zr0.8C1,2.3,others
Na1C3,2.3,others
Ca1Cu0.33Si1.67,2.3,others
Pt1Ca1Si3,2.3,others
Tl0.83Cd0.17,2.3,others
Dy0.85Tm0.15Ni2B2C1,2.3,heavy-Fermion
Ir0.1Nb0.9,2.3,others
Ir0.265Ti0.65O0.035,2.3,others
Ir0.265Zr0.65O0.085,2.3,others
La1.8Sr0.2Cu0.96Zn0.04O4,2.3,cuprate
La1Ir1Si1,2.3,heavy-Fermion
Lu3Rh4Ge13,2.3,heavy-Fermion
Lu3Ru4Ge13,2.3,heavy-Fermion
V1N0.75,2.3,others
Nb2Se3,2.3,others
Os0.1Nb3Rh0.9,2.3,others
Zr0.7Nb0.3Ni2Ga1,2.3,others
Pd2.8Se1,2.3,others
Pd5Se2,2.3,others
Pr1Th3.4Ru0.6B4,2.3,heavy-Fermion
Re0.05Rh0.04Ti0.91,2.3,others
Ta0.05Rh0.04Ti0.91,2.3,others
Sr1Ni0.1Si1.9,2.3,others
Ta1Ge2,2.3,others
Ta2Zr1,2.3,others
Tm4Rh6Sn19,2.3,heavy-Fermion
Y2C2Cl2,2.3,others
Ce1Bi1O0.55S2F0.45,2.295,others
Cd1Sn1As2,2.29,others
Re0.67Cr0.33,2.29,others
La0.93Nd0.07Pt1Si1,2.29,heavy-Fermion
Y0.1La0.9Ni1C2,2.29,others
La1Pt0.5Ni0.5Si1,2.285,heavy-Fermion
Ba8Si23Ge23,2.28,others
Nb3Rh0.98Co0.02,2.28,others
Mo0.15V0.85,2.28,others
Pd1Te1.04,2.28,others
